collect_time,config_id,experiment_id,hw_cpu_arch,hw_cpu_mhz,hw_gpu_mhz,hw_num_cpus,hw_page_sz,hw_ram_mhz,hw_ram_sz,job_id,package_id,package_name,replicate_no,results_file,run_time,setup_time,sw_address_randomization,sw_autogroup,sw_compiler,sw_drop_caches,sw_env_padding,sw_filesystem,sw_freq_scaling,sw_link_order,sw_opt_flag,sw_swap,sw_sys_time,worker_id,job_id,-bail,-stats,config,journal_mode,mmap_size,page_size,time,synchronous
0.2881519794,0,1114,i686,3200,33,2,4096,400,1000544,132096,2328,sqlite3-options-pkg.tar_2.gz,1,132096.user_results.tar.gz,17787.0986950397,2073.0345010757,on,off,gcc,off,0,ext4,off,default,-O2,on,off,90,132096,False,False,config_1,DELETE,0,512,222.80590415,ON
0.2881519794,0,1114,i686,3200,33,2,4096,400,1000544,132096,2328,sqlite3-options-pkg.tar_2.gz,1,132096.user_results.tar.gz,17787.0986950397,2073.0345010757,on,off,gcc,off,0,ext4,off,default,-O2,on,off,90,132096,False,False,config_10,MEMORY,0,65536,206.693243027,OFF
0.2881519794,0,1114,i686,3200,33,2,4096,400,1000544,132096,2328,sqlite3-options-pkg.tar_2.gz,1,132096.user_results.tar.gz,17787.0986950397,2073.0345010757,on,off,gcc,off,0,ext4,off,default,-O2,on,off,90,132096,False,False,config_11,MEMORY,0,65536,210.531459093,ON
0.2881519794,0,1114,i686,3200,33,2,4096,400,1000544,132096,2328,sqlite3-options-pkg.tar_2.gz,1,132096.user_results.tar.gz,17787.0986950397,2073.0345010757,on,off,gcc,off,0,ext4,off,default,-O2,on,off,90,132096,False,False,config_12,MEMORY,268435456,512,215.179815054,OFF
0.2881519794,0,1114,i686,3200,33,2,4096,400,1000544,132096,2328,sqlite3-options-pkg.tar_2.gz,1,132096.user_results.tar.gz,17787.0986950397,2073.0345010757,on,off,gcc,off,0,ext4,off,default,-O2,on,off,90,132096,False,False,config_13,MEMORY,268435456,512,216.60792017,ON
0.2881519794,0,1114,i686,3200,33,2,4096,400,1000544,132096,2328,sqlite3-options-pkg.tar_2.gz,1,132096.user_results.tar.gz,17787.0986950397,2073.0345010757,on,off,gcc,off,0,ext4,off,default,-O2,on,off,90,132096,False,False,config_14,MEMORY,268435456,65536,206.610702991,OFF
0.2881519794,0,1114,i686,3200,33,2,4096,400,1000544,132096,2328,sqlite3-options-pkg.tar_2.gz,1,132096.user_results.tar.gz,17787.0986950397,2073.0345010757,on,off,gcc,off,0,ext4,off,default,-O2,on,off,90,132096,False,False,config_15,MEMORY,268435456,65536,211.347547054,ON
0.2881519794,0,1114,i686,3200,33,2,4096,400,1000544,132096,2328,sqlite3-options-pkg.tar_2.gz,1,132096.user_results.tar.gz,17787.0986950397,2073.0345010757,on,off,gcc,off,0,ext4,off,default,-O2,on,off,90,132096,False,False,config_2,DELETE,0,65536,205.760355949,OFF
0.2881519794,0,1114,i686,3200,33,2,4096,400,1000544,132096,2328,sqlite3-options-pkg.tar_2.gz,1,132096.user_results.tar.gz,17787.0986950397,2073.0345010757,on,off,gcc,off,0,ext4,off,default,-O2,on,off,90,132096,False,False,config_3,DELETE,0,65536,210.126153946,ON
0.2881519794,0,1114,i686,3200,33,2,4096,400,1000544,132096,2328,sqlite3-options-pkg.tar_2.gz,1,132096.user_results.tar.gz,17787.0986950397,2073.0345010757,on,off,gcc,off,0,ext4,off,default,-O2,on,off,90,132096,False,False,config_4,DELETE,268435456,512,215.942699909,OFF
0.2881519794,0,1114,i686,3200,33,2,4096,400,1000544,132096,2328,sqlite3-options-pkg.tar_2.gz,1,132096.user_results.tar.gz,17787.0986950397,2073.0345010757,on,off,gcc,off,0,ext4,off,default,-O2,on,off,90,132096,False,False,config_5,DELETE,268435456,512,216.501142979,ON
0.2881519794,0,1114,i686,3200,33,2,4096,400,1000544,132096,2328,sqlite3-options-pkg.tar_2.gz,1,132096.user_results.tar.gz,17787.0986950397,2073.0345010757,on,off,gcc,off,0,ext4,off,default,-O2,on,off,90,132096,False,False,config_6,DELETE,268435456,65536,205.338262081,OFF
0.2881519794,0,1114,i686,3200,33,2,4096,400,1000544,132096,2328,sqlite3-options-pkg.tar_2.gz,1,132096.user_results.tar.gz,17787.0986950397,2073.0345010757,on,off,gcc,off,0,ext4,off,default,-O2,on,off,90,132096,False,False,config_7,DELETE,268435456,65536,211.333884954,ON
0.2881519794,0,1114,i686,3200,33,2,4096,400,1000544,132096,2328,sqlite3-options-pkg.tar_2.gz,1,132096.user_results.tar.gz,17787.0986950397,2073.0345010757,on,off,gcc,off,0,ext4,off,default,-O2,on,off,90,132096,False,False,config_8,MEMORY,0,512,222.632313013,OFF
0.2881519794,0,1114,i686,3200,33,2,4096,400,1000544,132096,2328,sqlite3-options-pkg.tar_2.gz,1,132096.user_results.tar.gz,17787.0986950397,2073.0345010757,on,off,gcc,off,0,ext4,off,default,-O2,on,off,90,132096,False,False,config_9,MEMORY,0,512,220.200526953,ON
0.2881519794,0,1114,i686,3200,33,2,4096,400,1000544,132096,2328,sqlite3-options-pkg.tar_2.gz,1,132096.user_results.tar.gz,17787.0986950397,2073.0345010757,on,off,gcc,off,0,ext4,off,default,-O2,on,off,90,132096,False,True,config_16,DELETE,0,512,357.568615913,OFF
